Temp,Prev Temp,Dummy,Simulation Cycle,Pipe Node,Soil Modulus (E_soil),Pressure at Node,Spring Stiffness,Pipe Burst Pressure,Burst Occurred,Constant Burst Pressure,Displacement,New Radius,New Volume
20,25,,Analysis_17,"[50.0, 1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
20,25,,Analysis_17,"[-50.0, 1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[-50.0, -1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[50.0, -1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[50.0, 1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[-50.0, 1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[-50.0, -1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[50.0, -1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[50.0, 1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
25,30,,Analysis_18,"[-50.0, 1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[-50.0, -1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[50.0, -1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[50.0, 1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[-50.0, 1.27, -1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[-50.0, -1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[50.0, -1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[50.0, 1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
30,35,,Analysis_19,"[-50.0, 1.27, 1.27]",50000000.0,342690000.0,10000000.0,345000000.0,False,345000000.0,0.02362071371794872,1.269895225,5.066238758122244
35,27,,Analysis_20,"[-50.0, -1.27, -1.27]",50000000.0,348696000.0,10000000.0,345000000.0,True,345000000.0,0.02403469138461539,1.27016764,5.068412587008507
35,27,,Analysis_20,"[50.0, -1.27, -1.27]",50000000.0,348696000.0,10000000.0,345000000.0,True,345000000.0,0.02403469138461539,1.27016764,5.068412587008507
35,27,,Analysis_20,"[50.0, 1.27, -1.27]",50000000.0,348696000.0,10000000.0,345000000.0,True,345000000.0,0.02403469138461539,1.27016764,5.068412587008507
35,27,,Analysis_20,"[-50.0, 1.27, -1.27]",50000000.0,348696000.0,10000000.0,345000000.0,True,345000000.0,0.02403469138461539,1.27016764,5.068412587008507
35,27,,Analysis_20,"[-50.0, -1.27, 1.27]",50000000.0,348696000.0,10000000.0,345000000.0,True,345000000.0,0.02403469138461539,1.27016764,5.068412587008507
35,27,,Analysis_20,"[50.0, -1.27, 1.27]",50000000.0,348696000.0,10000000.0,345000000.0,True,345000000.0,0.02403469138461539,1.27016764,5.068412587008507
